0,1
Table. List of the Disclosure Requirements vs. paragraphs where the related disclosures are located in the sustainability,
statement.,
DISCLOSURE REQUIREMENTS,Related disclosure(s)
ESRS 2 General Disclosures,
BASIS FOR PREPARATION,
BP-1: General basis for preparation if the sustainability statement,6.1.1.1.1 BP-1: General basis for preparation of the sustainability statement
BP-2: Disclosures in relation to specific circumstances,6.1.1.1.2 BP-2: Disclosures in relation to specific circumstances
GOVERNANCE,
"GOV-1: The role of the administrative, management and supervisory 
bodies (AM&SB)","6.1.1.2.1 GOV-1: The role of the administrative, management and supervisory 
bodies"
"GOV-2: Information provided to and sustainability matters 
addressed by the undertaking’s AM&SB","6.1.1.2.2 GOV-2: Information provided to and sustainability matters addressed 
by the undertaking’s administrative, management and supervisory bodies"
"GOV-3: Integration of sustainability-related performance in incentive 
schemes","6.1.1.2.3 GOV-3: Integration of sustainability-related performance in incentive 
schemes"
GOV-4: Statement on sustainability due diligence,6.1.1.2.4 GOV-4: Statement on due diligence
"GOV-5: Risk management and internal control over sustainability 
reporting","6.1.1.2.5 GOV-5: Risk management and internal control over sustainability 
reporting"
STRATEGY,
"SBM-1: Strategy, business model and value chain","6.1.1.3.1 SBM-1: Strategy, business model and value chain"
SBM-2: Interests and views of stakeholders,6.1.1.3.2 SBM-2: Interests and views of stakeholders
"SBM-3: Material impacts, risks and opportunities and their 
interaction with strategy and business model(s)","6.1.1.3.3 SBM-3: Material impacts, risks and opportunities and their interaction 
with strategy and business model"
,"6.2.2.1 Climate Change IROs 
6.2.3.1 Pollution IROs"
,"6.2.4.1 Water IROs 
6.2.5.1 Biodiversity and ecosystems IROs"
,"6.2.6.1 Resource Use and Circular Economy IROs 
6.3.2.1 Own workforce IROs"
,"6.3.3.1 Workers in the value chain IROs 
6.3.4.1 Consumers and end-users IROs"
,"6.4.1.1 Business Conduct IROs 
6.4.2.1 Cybersecurity IROs"
DISCLOSURE ON THE MATERIALITY ASSESSMENT PROCESS,
"IRO-1: Description of processes to identify and assess material 
IROs","6.1.1.4.1 IRO-1: Description of the processes to identify and assess material 
IROs"
,"6.2.2.3 Description of the processes to identify and assess material 
climate-related impacts, risks and opportunities (ESRS 2 IRO-1) and Material"
,"impacts, risks and opportunities and their interaction with strategy and 
business model (ESRS 2 SBM-3)"
"IRO-2: Disclosure requirements in ESRS covered by the 
undertaking’s sustainability statement","6.1.1.4.2 IRO-2: Disclosure requirements in ESRS covered by the 
undertaking’s sustainability statement"
MINIMUM DISCLOSURE REQUIREMENTS ON POLICIES AND ACTIONS,
MDR-P: Policies adopted to manage material sustainability matters,"6.2.1 Policies 
6.2.2.4 Policies (E1-2)"
,"6.2.3.2.1 Policies (E2-1) 
6.2.3.3.1 Policies (E2-1)"
,"6.2.4.2 Policies (E3-1) 
6.2.5.4 Policies (E4-2)"
,"6.2.6.2 Policies (E5-1) 
6.3.1 Policies"
