0,1,2
Mandatory disclosures pursuant to ESRS 2,,
MANDATORY DISCLOSURES RELATING TO PREPARATION OF THE GROUP NONFINANCIAL STATEMENT/SUSTAINABILITY STATEMENT ON THE BASIS OF THE MATERIALITY ASSESSMENT,,
,,Reference
ESRS 2,General disclosures,General information
ESRS 2 BP-1,General basis for preparation of sustainability statements,General information
ESRS 2 BP-2,Disclosures in relation to specific circumstances,General information
ESRS 2 GOV-1,"The role of the administrative, management and supervisory bodies",General information
ESRS 2 GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s 
administrative, management and supervisory bodies","General information; environment: material climate-related impacts and risks; own workforce: material 
impacts, risks and opportunities identified; workers in the value chain: material impacts; business conduct:"
,,material impacts and risks; cybersecurity: material impacts and risks
ESRS 2 GOV-3,Integration of sustainability-related performance in incentive schemes,General information
ESRS 2 GOV-4,Statement on due diligence,General information
ESRS 2 GOV-5,Risk management and internal controls over sustainability reporting,General information
ESRS 2 SBM-1,"Strategy, business model and value chain","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
ESRS 2 SBM-2,Interests and views of stakeholders,"Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
ESRS 2 SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business 
model","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities; environment: material climate-related impacts and risks; own workforce: material impacts,"
,,"risks and opportunities identified; workers in the value chain: material impacts; business conduct: material 
impacts and risks; cybersecurity: material impacts and risks"
ESRS 2 IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
ESRS 2 IRO-2,Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,"Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
ESRS E1,Climate change,Environment
ESRS 2 GOV-3 – E1,Integration of sustainability-related performance in incentive schemes,Sustainability in Board of Management remuneration
ESRS E1-1,Transition plan for climate change mitigation,Environment
ESRS 2 SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
ESRS 2 IRO-1,"Description of the processes to identify and assess material impacts, risks and opportunities","Strategy, business model, value chain, interests and views of stakeholders, and material impacts, risks and 
opportunities"
"117 
DHL Group –2024 Annual Report",,
