0,1,2,3
Management Report 2024,,,
"Law 11/2018, 28th December",Section or subsection of the CMR 2024 index/Direct Response,Page,Reporting Framework
Environmental issues,,,
,"Section ""Sustainability information - General introduction - Sustainability strategy 
and business model - Material impacts, risks and opportunities"" CMR 2024",225,
,"Section ""Sustainability information - General introduction - Materiality Analysis""",230,"E1 (SBM-3): Material impacts, risks and opportunities 
and their interaction with strategy and business model"
Detailed information on the,CMR 2024,,E1 (IRO-1): Description of the processes to identify and
current and foreseeable effects,"Section ""Sustainability information - Environment - Climate change"" CMR 2024",240,"assess material climate-related impacts, risks and 
opportunities"
"of the company’s environmental 
activities",,,"E1 (E1-6): Gross Scopes 1, 2, 3 and Total GHG emissions"
,"Section ""Sustainability information - Sustainable finance - Sustainability risk",,"E1 (E1-9): Anticipated financial effects from material 
physical and transition risks and potential climate-"
,"management / ESG"" CMR 2024",503,related opportunities
,"Section ""Sustainability information - Sustainable finance - Sustainable business"" 
CMR 2024",519,
,"Section ""Sustainability information - Social - Own workforce - Work environment 
and compensation - Promoting well-being in a healthy and sustainable",364,
Detailed information on the,"environment"" CMR 2024",,"ESRS2 (SBM-3): Material impacts, risks and opportunities"
current and foreseeable effects,"Section ""Sustainability information - General introduction - Sustainability strategy",,"and their interaction with strategy and business model
(IRO-1): Description of the processes to identify and"
"of the company’s health and 
safety activities","and business model - Material impacts, risks and opportunities"" CMR 2024",225,"assess material climate-related impacts, risks and"
,,,opportunities
,"Section ""Sustainability information - General Introduction - Materiality Analysis"" 
CMR 2024",230,
,,,"ESRS2 (MDR-A): Actions and resources in relation to 
material sustainability matters"
,"Section ""Sustainability information - Environment - Climate change"" CMR 2024",240,"E1 (IRO-1): Description of the processes to identify and 
assess material climate-related impacts, risks and"
"Environmental assessment or 
certification procedures",,,opportunities
,,,"E2 (IRO-1)
E3 (IRO-1)"
,,,"E4 (IRO-1)
E5 (IRO-1)"
,"Section ""Sustainability information - General Introduction - Materiality Analysis"" 
CMR 2024",230,
