0,1,2
"Disclosure 
Requirement",Datapoint,Section in Management Report
ESRS 2 SBM-1,42 (a) i,Value Chain – Procurement
ESRS 2 SBM-1,42 (b),Company Profile – Business Model
ESRS 2 SBM-1,42 (c),"Company Profile – Business Model 
Value Chain"
ESRS 2 SBM-2,45 (c),Company Strategy – Strategic Goals and Activities
ESRS 2 SBM-2,45 (c) iii,Company Strategy – Strategic Goals and Activities
ESRS 2 IRO-1,53 (c) iii,Opportunities and Risks Report – Risk Management System
ESRS 2 IRO-1,53 (e),"Opportunities and Risks Report – Risk Management System 
Opportunities and Risks Report – Opportunities and Risks in"
,,General and in the Entity’s Business Environment
ESRS 2,AR11,Opportunities and Risks Report – Internal Control System
ESRS 2,AR12,Company Profile – Business Model
ESRS 2,AR13,Company Profile – Business Model
ESRS 2,AR15,Company Profile – Business Model
ESRS E5-4,30,Value Chain – Procurement
ESRS E5-5,35,Company Profile – Segments
