0,1,2,3
Social standards Disclosure requirements,,,
ESRS S1,,Section/,Page Additional Information
Own workforce,,Report,
S1-5,"Targets related to managing material negative impacts, 
advancing positive impacts, and managing material risks","SS
SS","147
Listening Survey Scores"
,and opportunities,SS,"151
Gender Representation"
,,,"152
Diversity Gold accreditation"
S1-6,Characteristics of the undertaking’s employees,SS,"153
Gender diversity by contract type"
,,SS,"156
Employee turnover"
,,SS,"156
Headcount by country"
S1-8,Collective bargaining and social dialogue,SS,"149
Coverage rates"
S1-9,Diversity metrics,SS,"154
Age Distribution"
,,SS,"153
Gender distribution in number"
,,SS,"151
Gender distribution in percentage"
S1-10,Adequate wages,SS,"149
Metrics"
S1-14,Health and safety metrics,SS,"150
Health and safety Incidents during the 
reporting period"
S1-16,Compensation metrics (pay gap and total compensation),SS,"153
Compensation Metrics"
S1-17,"Incidents, complaints and severe human rights impacts",SS,"149
Metrics"
SS Sustainability Statement,,,
MR Management’s review,,,
Social standards Disclosure requirements,,,
ESRS S4,,Section/,Page Additional Information
Consumers and End-Users,,Report,
"ESRS 2,
SBM-2",Interests and views of stakeholders,SS,"121
Stakeholder Mapping and Engagement"
"ESRS 2,
SBM-3","Material impacts, risks and opportunities and their 
interaction with strategy and business model",SS,"101
General Basis for Preparation"
,,SS,"106
Sustainability Governance framework"
,,SS,"119
Double Materiality Assessment Process"
,,SS,"110
DMA outcome"
,,SS,"113
Material IROs identified"
S4-1,Policies related to consumers and end-users,SS,"158
Privacy"
,,SS,"161
Social Inclusion"
S4-2,"Processes for engaging with consumers and end users 
about impacts",SS,"157
Engaging with our consumers and end users"
S4-3,"Processes to remediate negative impacts and channels for 
consumers and end-users to raise concerns",SS,"162
Consumer Complaints"
S4-4,"Taking action on material impacts on consumers and end- 
users, and approaches to managing material risks and",SS,"125
Future-proofing our IRO management process"
,pursuing material opportunities related to consumers and,SS,"159
Actions"
,"end-users, and effectiveness of those actions.",SS,"159
Actions"
,,SS,"161
Actions"
S4-5,"Targets related to managing material negative impacts, 
advancing positive impacts, and managing material risks",SS,"162
Targets"
,and opportunities,,
