0,1
Table 2: Due diligence,
Fundamental elements of due diligence,Paragraphs in the Sustainability Statement
Integrate due diligence into,"GOV-1 The role of the administrative, management and supervisory bodies"
"governance, the strategy and the",GOV-2 Information provided to and sustainability matters addressed by the
company model,"undertaking’s administrative, management and supervisory bodies"
,GOV-3 Integration of sustainability-related performance in incentive schemes
,"SBM-3 Material impacts, risks and opportunities and their interaction with strategy"
,and business model
Involve the stakeholders in all the,SBM-2 Interests and views of stakeholders
fundamental phases of due diligence,
Identify and assess the negative,"GOV-1 The role of the administrative, management and supervisory bodies"
impacts,"SBM-3 Material impacts, risks and opportunities and their interaction with strategy"
,and business model
,"IRO-1 Description of the processes to identify and assess material impacts, risks and"
,opportunities
Intervene to address the negative,E1-3 Actions and resources in relation to climate change policies
impacts,E2-2 Actions and resources related to pollution
,E3-2 Actions and resources related to water and marine resources
,E4-3 Actions and resources related to biodiversity and ecosystems
,E5-2 Actions and resources related to resource use and circular economy
,S1-3 Processes to remediate negative impacts and channels for own workers to raise
,concerns
,"S1-4 Taking action on material impacts on own workforce, and approaches to"
,mitigating material risks and pursuing material opportunities related to own
,"workforce, and effectiveness of those actions"
,S2-3 Processes to remediate negative impacts and channels for value chain workers
,to raise concerns
,"S2-4 Taking action on material impacts on value chain workers, and approaches to"
,managing material risks and pursuing material opportunities related to value chain
,"workers, and effectiveness of those action"
,S3-3 Processes to remediate negative impacts and channels for affected communities
,to raise concerns
,"S3-4 Taking action on material impacts on affected communities, and approaches"
,to managing material risks and pursuing material opportunities related to affected
,"communities, and effectiveness of those actions"
,S4-3 Processes to remediate negative impacts and channels for consumers and end-
,users to raise concerns
,"S4-4 Taking action on material impacts on consumers and end-users, and approaches"
,to managing material risks and pursuing material opportunities related to consumers
,"and end-users, and effectiveness of those actions"
