0,1,2,3,4
S1-8,"Collective bargaining coverage and social 
dialogue",300-301,,
S1-9,Diversity metrics,301-303,,
S1-10,Adequate wages,303,,
S1-11,Social protection,303-304,,
S1-12,Persons with disabilities,304,,
S1-13,Training and skills development metrics,304-307,,
S1-14,Health and safety metrics,307-311,,
S1-14,"Number of fatalities and number and rate of 
work-related accidents paragraph 88 (b) and 
(c)",310,,X
S1-14,"Number of days lost to injuries, accidents, 
fatalities or illness paragraph 88 (e)",310,,X
S1-15,Work-life balance metrics,312-314,,
S1-16,"Remuneration metrics (pay gap and total 
remuneration)",313-314,,
S1-16,Unadjusted gender pay gap paragraph 97 (a),313-314,,X
S1-16,Excessive CEO pay ratio paragraph 97 (b),102,,X
S1-17,"Incidents, complaints and severe human 
rights impacts",315,,
S1-17,Incidents of discrimination paragraph 103 (a),315,,X
S1-17,"Non-respect of UNGPs on Business and 
Human Rights and OECD Guidelines 
paragraph 104 (a)",315,,X
2 SBM-2,Interests and views of stakeholders,278,,
2 SBM3,"Significant risk of child labour or forced labour 
in the value chain paragraph 11 (b)",278,,X
2 SBM-3,"Material impacts, risks and opportunities and 
their interaction with strategy and business 
model",278,,
S2-1,Policies related to value chain workers,317-318,,
S2-1,"Human rights policy commitments paragraph 
17",317-318,,X
S2-1,"Policies related to value chain workers 
paragraph 18",317-318,,X
S2-1,"Non-respect of UNGPs on Business and 
Human Rights principles and OECD 
guidelines paragraph 19",317-318,,X
S2-1,"Due diligence policies on issues addressed by 
the fundamental International Labor 
Organisation Conventions 1 to 8, paragraph 
19",317-318,,X
S2-2,"Processes for engaging with value chain 
workers about impacts",318,,
S2-3,"Processes to remediate negative impacts and 
channels 
for  value  chain  workers 
to 
raise 
concerns",319-320,,
S2-4,"Taking action on material impacts on value 
chain workers, and approaches to managing 
material risks and pursuing material 
opportunities related to value chain workers, 
and effectiveness of those action",321,,
