0,1,2,3
ESRS Disclosure,Page,ESRS Disclosure,Page
S1-1,60-62,G1-5,73
S1-2,61-62,G1-6,74
S1-3,62,,
S1-4,62,Other disclosures,
S1-5,31,,
S1-6,62,EU Taxonomy,51-59
S1-8,63,Entity-specific:,
S1-9,62-63,Memberships (mills),66
S1-10,64,Clubs,66
S1-14,65,,
S1-16,64,Visits per member per week,67
S1-17,65-66,Financial contribution to communities (1000s),70
S2-SBM-2,66,Weight of fitness equipment acquired per club (tonnes),50
S2-SBM-3,38-40,,
S2-1,66,,
S2-2,66,,
S2-3,66,,
S2-4,66,,
S3-4,70,,
S4-SBM-2,70,,
S4-SBM-3,38-40,,
S4-1,66-68,,
S4-2,66-68,,
S4-3,66-68,,
S4-4,66-68,,
S4-5,31,,
G1-GOV-1,31,,
G1-IRO-1,37-38,,
G1-1,71-72,,
G1-2,73-74,,
G1-3,71-72,,
