0,1,2
Board of Directors' Report and Financial Statements Sustainability statement,,
Topic,Disclosure requirements,Index
Consumers and end-users,"SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model",112
,S4-1 Policies related to consumers and end-users S4-2 – Processes for engaging with consumers and end-,116
Consumers and end-users,users about impacts,
Consumers and end-users,S4-3 Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,119
,"S4-4 Taking action on material impacts on consumers and end-users, and approaches to mitigating material",119-122
Consumers and end-users,risks and pursuing material opportunities,
,"S4-5 Targets related to managing material negative impacts, advancing positive impacts, and managing",122-124
Consumers and end-users,material risks and opportunities,
Governance,,
Business conduct,"GOV-1 The role of the administrative, supervisory and management bodies",31-36
,"IRO-1 Description of the processes to identify and assess material impacts, risks and opportunities Impact,",126
Business conduct,risk and opportunity management,
Business conduct,G1-1 Corporate culture and business conduct policies,127-129
Business conduct,G1-3 Prevention and detection of corruption or bribery,129-130
Business conduct,G1-4 – Confirmed incidents of corruption or bribery,131-131
