0,1
Disclosure requirements,Location in the sustainability statement
,"4.2.3.4 Policies, actions and targets related to financial 
activities"
,4.2.3.5 Impacts and actions related to Group sites
Disclosure Requirement E4-3 – Actions and resources related to biodiversity and ecosystems,"4.2.3.4 Policies, actions and targets relating to financial 
activities"
Disclosure Requirement E4-4 – Targets related to biodiversity and ecosystems,"4.3.2.2.1 Own workforce
4.3.2.2 Internal communication and dialogue"
,"4.3.2.3.1 Training and skills development
4.3.2.3.2 Employee mobility"
,"4.3.2.3.3 Pay policy
4.3.2.4.1 Health and safety at work"
,"4.3.2.4.2 Work-life balance
4.3.2.5.1 Inclusion strategy"
,"4.3.2.5.2 Employment and inclusion of people with 
disabilities"
,"4.3.2.5.3 Gender mix and balance
4.3.2.6 Measuring perceptions of the employee"
,experience
Disclosure Requirement E4-5 – Impact metrics related to biodiversity and ecosystems change,4.2.3.5 Impacts and actions related to Group sites
Disclosure Requirement S1-1 – Policies related to own workforce,"4.3.2.2.1 Own workforce
4.3.2.2 Internal communication and dialogue"
,"4.3.2.3.1 Training and skills development
4.3.2.3.2 Employee mobility"
,"4.3.2.3.3 Pay policy
4.3.2.4.1 Health and safety at work"
,"4.3.2.4.2 Work-life balance
4.3.2.5.1 Inclusion strategy"
,"4.3.2.5.2 Employment and inclusion of people with 
disabilities"
,"4.3.2.5.3 Gender mix and balance
4.3.2.6 Measuring perceptions of the employee"
,"experience 
4.6 Duty of care plan"
Disclosure Requirement S1-2 – Processes for engaging with own workers and workers’ representatives about impacts,"4.3.2.2.2 Internal communication and dialogue
4.3.2.2.2 Internal communication and dialogue"
,"4.3.2.6 Measuring the perception of the employee 
experience"
"Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workers to raise 
concerns","4.3.2.3.2 Employee mobility
4.3.2.4.1 Health and safety at work"
"Disclosure Requirement S1-4 – Taking action on material impacts on own workforce, and approaches to mitigating 
material risks and pursuing material opportunities related to own workforce, and effectiveness of those actions","4.3.2.2.1 Own workforce
4.3.2.2 Internal communication and dialogue"
,"4.3.2.3.1 Training and skills development
4.3.2.3.2 Employee mobility"
,"4.3.2.3.3 Pay policy
4.3.2.4.1 Health and safety at work"
,"4.3.2.4.2 Work-life balance
4.3.2.5.1 Inclusion strategy"
,"4.3.2.5.2 Employment and inclusion of people with 
disabilities"
,"4.3.2.5.3 Gender mix and balance
4.3.2.6 Measuring perceptions of the employee"
,experience
"S1-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material 
risks and opportunities","4.1.2.1 Strategy, business model and
value chain (SBM-1)"
,"4.3.2.3.2 Employee mobility
4.3.2.5.3 Gender diversity and balance"
Disclosure Requirement S1-6 – Characteristics of the undertaking’s employees,"4.3.2.2.1 Own workforce
4.3.2.6 Measuring the perception of the employee"
,experience
Disclosure Requirement S1-7 – Characteristics of the undertaking’s employees,Not applicable
Disclosure Requirement S1-8 – Collective bargaining coverage and social dialogue,4.3.2.2.2 Internal communication and dialogue
Disclosure Requirement S1-9 – Diversity metrics,"4.3.2.2.1 Own workforce
4.3.2.5.3 Gender diversity and balance"
Disclosure Requirement S1-10 – Adequate Wages,4.3.2.3.3 Pay policy
Disclosure Requirement S1-11 – Social protection,4.3.2.4.2 Work-life balance
Disclosure Requirement S1-12 – Persons with disabilities,4.3.2.5.2 Employees with disabilities
Disclosure Requirement S1-13 – Training and skills development metrics,"4.3.2.3.1 Training and skills development
4.3.2.3.2 Employee mobility"
Disclosure Requirement S1-14 – Health and safety metrics,4.3.2.4.1 Health and safety at work
Disclosure Requirement S1-15 – Work-life balance metrics,4.3.2.4.2 Work-life balance
Disclosure Requirement S1-16 – Compensation metrics (pay gap and total compensation),"4.3.2.3.3 Wage policy
4.3.2.5.3 Gender diversity and balance"
