0,1,2
Sustainability Report,,
General Disclosures,,
Disclosure requirement and related datapoint,Section and page number,Materiality
ESRS 2- SBM3 – S1,6.3.1.7.3 Policies p. 435,
"Risk of incidents of forced labour, paragraph 14 (f)",,
ESRS 2- SBM3 – S1,6.3.1.7.3 Policies p. 435,
"Risk of incidents of child labour, paragraph 14 (g)",,
ESRS S1-1,6.3.1.7.3 Policies p. 435,
"Human rights policy commitments, paragraph 20",,
ESRS S1-1,6.3.1.7.3 Policies p. 435,
Due diligence policies on issues addressed by the fundamental,,
"International Labor Organisation Conventions 1 to 8,",,
paragraph 21,,
ESRS S1-1,6.3.1.7.3 Policies p. 435,
Processes and measures for preventing trafficking in human,,
"beings, paragraph 22",,
ESRS S1-1,"6.3.1.3.5 Preventing and managing 
Health & Safety risks to people p. 416",
"Workplace accident prevention policy or management system,",,
paragraph 23,,
ESRS S1-3,"6.3.1.7.5 Processes to remediate negative 
impacts and channels for own workforce",
"Grievance/complaint handling mechanisms, paragraph 32 (c)",to raise concerns p. 436,
ESRS S1-14,6.3.1.3.7 Targets and metrics p. 419,
Number of fatalities and number and rate of work-related,,
"accidents, paragraph 88 (b) and (c)",,
ESRS S1-14,6.3.1.3.7 Targets and metrics p. 419,
"Number of days lost to injuries, accidents, fatalities or illness,",,
paragraph 88 (e),,
ESRS S1-16,6.3.1.2.6 Actions and resources p. 412,
"Unadjusted gender pay gap, paragraph 97 (a)",,
ESRS S1-16,"4.3.3 AFEP-MEDEF Compensation 
and Benefits Tables p. 185",
"Excessive CEO pay ratio, paragraph 97 (b)",,
ESRS S1-17,6.3.1.7.7 Metrics and targets p. 439,
"Incidents of discrimination, paragraph 103 (a)",,
ESRS S1-17 Non-respect of UNGPs on business and Human,6.3.1.7.7 Metrics and targets p. 439,
"Rights and OECD Guidelines, paragraph 104 (a)",,
ESRS 2- SBM3 – S2 Significant risk of child labour or forced,"6.3.2.2 Material Impacts, Risks 
and Opportunities p. 440",
"labour in the value chain, paragraph 11 (b)",,
ESRS S2-1,6.3.2.3 Policies and Engagement p. 441,
"Human rights policy commitments, paragraph 17",,
