0,1,2,3
Combined Group Management Report  →  Appendix to the Sustainability Statement,,,"Contents 
 
  Search 
 
  Back"
"Disclosure Requirement and 
  SFDR reference1 
  Pillar 3 reference2",Benchmark Regulation,EU Climate Law reference4,Reference
related datapoint,reference3,,
"ESRS S1-16 Unadjusted gender pay 
 
Indicator number 12 Table #1 of  
 
 
Annex I 
gap paragraph 97 (a)","Delegated Regulation (EU) 
2020/1816, Annex II",,"ESRS S1 identified as material only in 
relation to occupational health and"
,,,"safety; disclosures on ESRS S1-16 are 
therefore not reported."
"ESRS S1-16 Excessive CEO pay ratio 
 
Indicator number 8 Table #3 of Annex I   
 
paragraph 97 (b)",,,"ESRS S1 identified as material only in 
relation to occupational health and"
,,,"safety; disclosures on ESRS S1-16 are 
therefore not reported."
"ESRS S1-17 Incidents of discrimination 
 
Indicator number 7 Table #3 of Annex I   
 
paragraph 103 (a)",,,"ESRS S1 identified as material only in 
relation to occupational health and"
,,,"safety; disclosures on ESRS S1-17 are 
therefore not reported."
"ESRS S1-17 Non-respect of UNGPs on 
 
Indicator number 10 Table #1 and 
 
 
Business and Human Rights and OECD 
Indicator n. 14 Table #3 of Annex I","Delegated Regulation (EU) 
2020/1816, Annex II Delegated",,"ESRS S1 identified as material only in 
relation to occupational health and"
paragraph 104 (a),Regulation (EU) 2020/1818 Art 12 (1),,"safety; disclosures on ESRS S1-17 are 
therefore not reported."
"ESRS 2- SBM3 – S2 Significant risk of 
 
Indicators number 12 and n. 13 Table 
 
 
child labour or forced labour in the 
#3 of Annex I",,,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2 paragraph 11"
value chain paragraph 11 (b),,,(b) are therefore not reported.
"ESRS S2-1 Human rights policy 
 
Indicator number 9 Table #3 and 
 
 
commitments paragraph 17 
Indicator n. 11 Table #1 of Annex 1",,,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2-1 are therefore"
,,,not reported.
"ESRS S2-1 Policies related to value 
 
Indicator number 11 and n. 4 Table #3 
 
 
chain workers paragraph 18 
of Annex 1",,,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2-1 are therefore"
,,,not reported.
"ESRS S2-1 Non-respect of UNGPs on 
 
Indicator number 10 Table #1 of  
 
 
Business and Human Rights principles 
Annex 1","Delegated Regulation (EU) 
2020/1816, Annex II Delegated",,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2-1 are therefore"
and OECD guidelines paragraph 19,"Regulation (EU) 2020/1818,  
Art 12 (1)",,not reported.
"ESRS S2-1 Due diligence policies on 
 
 
 
 
issues addressed by the fundamental","Delegated Regulation (EU) 
2020/1816, Annex II",,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2-1 are therefore"
"International Labor Organisation 
Conventions 1 to 8, paragraph 19",,,not reported.
"ESRS S2-4 Human rights issues and 
 
Indicator number 14 Table #3 of  
 
 
incidents connected to its upstream and 
Annex 1",,,"ESRS S2 was not identified as material. 
Disclosures on ESRS S2-4 are therefore"
downstream value chain paragraph 36,,,not reported.
"ESRS S3-1 Human rights policy 
 
Indicator number 9 Table #3 of Annex 1 
 
 
and Indicator number 11 Table #1 of 
commitments paragraph 16",,,"ESRS S3 identified as material only in 
relation to the topic “Security of"
Annex 1,,,"Supply”; disclosures on ESRS S3-1 
Human rights policy commitments not"
,,,material and not reported
