0,1,2,3,4
"ESRS 2, MDR-T","ESRS  2  MDR-T Tracking 
effectiveness 
of 
policies 
and actions through targets","• 
 C.3.2.6 Metrics 
and 
targets 
• 
 C.1.4.3 Measure of actions 
effectiveness through targets",,
ESRS S3 - Affected communities,,,,
"ESRS 2, SBM 2","Interests 
and 
views 
of 
stakeholders","• 
 C.3.3.2 Interests 
and 
views of stakeholders",,
"ESRS 2, SBM 3","Material impacts, risks and 
opportunities 
and 
their 
interaction  with 
strategy 
and business model","• 
 C.3.3.3 Management 
of 
the  IRO and 
their 
interaction  with 
the strategy and business model",,
S3-1,"Policies related to affected 
communities","• 
 C.3.3.4 Policies  related  to 
affected communities",,
"ESRS 2, MDR-P","ESRS 
2  MDR-P Policies 
adopted 
to 
manage 
material 
sustainability 
matters","• 
 C.3.3.4 Policies  related  to 
affected communities 
• 
 C.1.4.1 Policies adopted to 
manage 
material 
sustainability 
matters",,
S3-2,"Processes 
for 
engaging 
with  affected  communities 
about impacts","• 
 C.3.3.2 interests 
and 
views of stakeholders",,
S3-3,"Processes 
to 
remediate 
negative 
impacts 
and 
channels 
for 
affected 
communities 
to 
raise 
concerns","• 
 C.3.3.2 interests 
and 
views of stakeholders",,
S3-4,"Taking  action  on  material 
impacts 
on 
affected 
communities, 
and 
approaches 
to 
managing material 
risks 
and 
pursuing 
material 
opportunities 
related 
to 
affected  communities,  and 
effectiveness 
of 
those 
actions","• 
 C.3.3.5 Actions 
and 
resources related to the 
affected 
communities",,
"ESRS 2, MDR-A","ESRS 
2  MDR-A Actions 
and resources in relation to 
material 
sustainability 
matters","• 
 C.3.3.5 Actions 
and 
resources related to 
the 
affected 
communities",,
S3-5,"Targets 
related 
to 
managing 
material 
negative 
impacts, 
advancing 
positive 
impacts, 
and  managing 
material 
risks 
and 
opportunities","• 
 C.3.3.6 Metrics 
and 
targets 
• 
 C.1.4.3 Measure of actions 
effectiveness through targets",,
"ESRS 2, MDR-T","ESRS  2  MDR-T Tracking 
effectiveness 
of 
policies 
and actions through targets","• 
 C.3.3.6 Metrics 
and 
targets",,
ESRS S4 - Consumers and end-users,,,,
