0,1,2,3
Appendix 1: Content index,,,
DR #,DR Description,Section,Additional information
ESRS 2 - General disclosures,,,
BP-1,General basis for preparation of Sustainability statements,Sustainability statements - General information - Basis of preparation - Strategy - Our value chain,
BP-2,Disclosures in relation to specific circumstances,Sustainability statements - General information - Basis of preparation,
GOV-1,"The role of the administrative, management, and supervisory bodies",Sustainability statements - General information - Sustainability governance,
,,Governance and risk management - Our Board of Management and Executive Committee,
,,Governance and risk management - Our Supervisory Board,
,,Governance and risk management - Corporate governance,
,,Report of the Supervisory Board - Composition of the Supervisory Board,
GOV-2,Information provided to and sustainability matters addressed by the,Sustainability statements - General information - Sustainability governance,
,"undertaking’s administrative, management, and supervisory bodies",Report of the Supervisory Board,
GOV-3,Integration of sustainability-related performance in incentive schemes,Remuneration report,
GOV-4,Statement on due diligence,Sustainability statements - General information - Statement on due diligence,
GOV-5,Risk management and internal controls over sustainability reporting,Governance and risk management - Risk management - Internal control framework for sustainability reporting,
SBM-1,"Strategy, business model, and value chain",Sustainability statements - General information - Strategy,
SBM-1,40ai and ii: products and markets,Report of the Board of Management - Our Advance 2025 strategy,
SBM-1,40aiii headcount of employee by geographical area,Sustainability statements - Social information - Human capital - Other information - Performance - Metrics,
SBM-2,Interests and views of stakeholders,Sustainability statements - General information - Interests and views of our stakeholders,
SBM-3,"Material impacts, risks, and opportunities and their interaction with strategy",Sustainability statements - General information - Strategy - Resilience of our strategy and business model,Phase-in option used for
,and business model,,DR48e in line with ESRS
,,,1 - Appendix C
IRO-1,"Description of the processes to identify and assess material impacts, risks,",Sustainability statements - General Information - Double materiality assessment,
,and opportunities,Sustainability statements - Appendices - Appendix 3: Additional information on our DMA approach,
IRO-2,Disclosure requirements in ESRS covered by the undertaking’s Sustainability,Sustainability statements - Appendices - Appendix 1: Content index and Appendix 4: Datapoints from other EU legislation,
,statements,Other EU legislation table,
