0,1
Disclosure Requirement and related datapoint,Page
ESRS S1-17 Non-respect of UNGPs on Business and Human Rights and OECD paragraph 104 (a),117
ESRS 2- SBM3 – S2 Significant risk of child labour or forced labour in the value chain para-,N/A
graph 11 (b),
ESRS S2-1 Human rights policy commitments paragraph 17,N/A
ESRS S2-1 Policies related to value chain workers paragraph 18,N/A
ESRS S2-1Non-respect of UNGPs on Business and Human Rights principles and OECD guide-,N/A
lines paragraph 19,
ESRS S2-1 Due diligence policies on issues addressed by the fundamental International Labor,N/A
"Organisation Conventions 1 to 8, paragraph 19",
ESRS S2-4 Human rights issues and incidents connected to its upstream and downstream,N/A
value chain paragraph 36,
ESRS S3-1 Human rights policy commitments paragraph 16,N/A
"ESRS S3-1 non-respect of UNGPs on Business and Human Rights, ILO principles or and OECD",N/A
guidelines paragraph 17,
ESRS S3-4 Human rights issues and incidents paragraph 36,N/A
ESRS S4-1 Policies related to consumers and end-users paragraph 16,120
ESRS S4-1 Non-respect of UNGPs on Business and Human Rights and OECD guidelines,120
paragraph 17,
ESRS S4-4 Human rights issues and incidents paragraph 35,122
ESRS G1-1 United Nations Convention against Corruption paragraph 10 (b),126
ESRS G1-1 Protection of whistleblowers paragraph 10 (d),126
ESRS G1-4 Fines for violation of anticorruption and anti-bribery laws paragraph 24 (a),128
ESRS G1-4 Standards of anti- corruption and anti- bribery paragraph 24 (b),128
