0,1,2,3
CROSS-REFERENCE TABLES,,,
ESRS,"Disclosure 
requirement",Disclosure requirement description,Reference in the Sustainability report
S1,S1-8,Collective bargaining coverage and social dialogue,"3.1.2 Processes for interacting with Group employees and 
their representatives, p. 239"
S1,S1-9,Diversity metrics,"3.1.3.3 Equal opportunities, the foundation for VINCI’s 
culture, p. 249"
S1,S1-10,Adequate wages,"3.1.3.1 Working conditions: promoting open social dialogue 
and sharing the benefits of performance, p. 242"
S1,S1-11,Social protection,"3.1.3.1 Working conditions: promoting open social dialogue 
and sharing the benefits of performance, p. 242"
S1,S1-12,Persons with disabilities,"3.1.3.3 Equal opportunities, the foundation for VINCI’s 
culture, p. 249"
S1,S1-13,Training and skills development metrics,"3.1.3.4 Training and skills development: progressing towards 
sustainable career paths, p. 254"
S1,S1-14,Health and safety metrics,"3.1.3.2 Health and safety: by everyone, for everyone, p. 245"
S1,S1-15,Work-life balance metrics,Not material – 2026 phase-in
S1,S1-16,Remuneration metrics (pay gap and total remuneration),"3.1.3.1 Working conditions: promoting open social dialogue 
and sharing the benefits of performance, p. 242"
,,,"3.1.3.3 Equal opportunities, the foundation for VINCI’s 
culture, p. 249"
S1,S1-17,"Incidents, complaints and severe human rights impacts",3.1.4 Remediation of negative impacts and channels for
,,,"employees to raise concerns, p. 255"
S2,SBM-2,Interests and views of stakeholders,"3.2.1.1 Stakeholder perspectives and interests, p. 256"
S2,SBM-3,"Material impacts, risks and opportunities and their interaction with 
strategy and business model","3.2.1.2 Identification of material impacts, risks and 
opportunities, p. 256"
S2,S2-1,Policies related to value chain workers,"3.2.2.1 Human rights and health and safety issues for 
purchasing and subcontracting, p. 256"
S2,S2-2,Processes for engaging with value chain workers about impacts,"1.4.1 Interests and views of stakeholders, p. 193
3.2.3 Processes for interacting with workers in the value"
,,,"chain, p. 259"
S2,S2-3,"Processes to remediate negative impacts and channels for value chain 
workers to raise concerns","3.2.4 Remediation of negative impacts and channels for value 
chain workers to raise concerns, p. 255"
S2,S2-4,"Taking action on material impacts on value chain workers, and approaches 
to managing material risks and pursuing material opportunities related to",3.2.2.1 Human rights and health and safety issues for
,,"value chain workers, and effectiveness of those actions and approaches","purchasing and subcontracting, p. 256"
S2,S2-5,"Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities","3.2.2.1 Human rights and health and safety issues for 
purchasing and subcontracting, p. 256"
S3,SBM-2,Interests and views of stakeholders,"3.3.1.1 Stakeholder perspectives and interests, p. 260"
S3,SBM-3,"Material impacts, risks and opportunities and their interaction with 
strategy and business model","3.3.1.2 Identification of material impacts, risks and 
opportunities, p. 260"
,,,"3.3.2.1 Maximising the Group’s socio-economic contribution 
to local communities and regions, p. 260"
S3,S3-1,Policies related to affected communities,"3.3.2.2 Preventing negative impacts on local communities,"
,,,p. 265
S3,S3-2,Processes for engaging with affected communities about impacts,"1.4.1 Interests and views of stakeholders, p. 193
3.3.3 Processes for interacting with affected communities,"
,,,p. 267
S3,S3-3,"Processes to remediate negative impacts and channels for affected 
communities to raise concerns","3.3.4 Remediation of negative impacts and channels for 
affected communities to raise concerns, p. 267"
,,"Taking action on material impacts on affected communities, and 
approaches to managing material risks and pursuing material opportunities","3.3.2.1 Maximising the Group’s socio-economic contribution 
to local communities and regions, p. 260"
S3,S3-4,"related to affected communities, and effectiveness of those actions and","3.3.2.2 Preventing negative impacts on local communities,"
,,approaches,p. 265
,,"Targets related to managing material negative impacts, advancing positive","3.3.2.1 Maximising the Group’s socio-economic contribution 
to local communities and regions, p. 260"
S3,S3-5,"impacts, and managing material risks and opportunities","3.3.2.2 Preventing negative impacts on local communities,"
,,,p. 265
S4,SBM-2,Interests and views of stakeholders,Not material
S4,SBM-3,"Material impacts, risks and opportunities and their interaction with 
strategy and business model",Not material
S4,S4-1,Policies related to consumers and end users,Not material
S4,S4-2,Processes for engaging with consumers and end users about impacts,Not material
S4,S4-3,"Processes to remediate negative impacts and channels for consumers and 
end users to raise concerns",Not material
,,"Taking action on material impacts on consumers and end users, and 
approaches to mitigating material risks and pursuing material",
S4,S4-4,"opportunities related to consumers and end users, and effectiveness of",Not material
,,those actions and approaches,
S4,S4-5,"Targets related to managing material negative impacts, advancing positive 
impacts, and managing material risks and opportunities",Not material
G1,GOV-1,"The role of the administrative, management and supervisory bodies","4.2 Corporate culture and business conduct policy – 
Whistleblower protection, p. 269"
G1,IRO-1,"Description of the processes to identify and assess material impacts, risks 
and opportunities","4.1 Identification of impacts, risks and opportunities, p. 268"
