0,1,2,3
1 Company,"2 Combined management
3 Consolidated financial
4 Other information",,286.0
"Disclosure 
requirement",Title,Reference,
ESRS E1-6,"Gross scopes 1, 2, 3 and total GHG emissions",213,
ESRS E1-7,GHG removals and GHG mitigation projects financed through carbon credits,216,
ESRS E1-8,Internal carbon pricing,216,
ESRS E2 Pollution,,217,
"ESRS E2-ESRS 2 
IRO-1","Description of the processes to identify and assess material pollution-related impacts, risks and 
opportunities",217,
ESRS E2-1,Policies related to pollution,217,
ESRS E2-2,Actions and resources related to pollution,218,
ESRS E2-3,Targets related to pollution,218,
ESRS E3 Water resources,,218,
"ESRS E3-ESRS 2 
IRO-1","Description of the processes to identify and assess material water resources-related impacts, risks 
and opportunities",218,
ESRS E3-1,Policies related to water resources,218,
ESRS E3-2,Actions and resources related to water resources,220,
ESRS E3-3,Targets related to water resources,220,
ESRS E3-4,Water consumption,220,
ESRS E5 Resource use and circular economy,,222,
"ESRS E5-ESRS 2 
IRO-1","Description of the processes to identify and assess material resource use and circular economy-
related impacts, risks and opportunities",222,
ESRS E5-1,Policies related to resource use and circular economy,222,
ESRS E5-2,Actions and resources related to resource use and circular economy,224,
ESRS E5-3,Targets related to resource use and circular economy,226,
ESRS E5-4,Resource inflows,227,
ESRS E5-5,Resource outflows,229,
ESRS S1 Own workforce,,233,
"ESRS S1-ESRS 2 
SBM-2",Interests and views of stakeholders,233,
"ESRS S1-ESRS 2 
SBM-3","Material impacts, risks and opportunities and their interaction with strategy and business model",233,
ESRS S1-1,Policies related to own workforce,237,
ESRS S1-2,Processes for engaging with own workforce and workers’ representatives about impacts,244,
ESRS S1-3,Processes to remediate negative impacts and channels for own workforce to raise concerns,245,
ESRS S1-4,"Taking action on material impacts on own workforce, and approaches to managing material risks 
and pursuing material opportunities related to own workforce, and effectiveness of those actions",245,
ESRS S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing 
material risks and opportunities",248,
ESRS S1-6,Characteristics of the undertaking’s employees,"235, 236",
ESRS S1-8,Collective bargaining coverage and social dialogue,238,
ESRS S1-9,Diversity metrics,"235, 236",
ESRS S1-10,Adequate wages,242,
ESRS S1-11,Social protection,238,
ESRS S1-14,Health and safety metrics,240,
ESRS S1-15,Work-life balance metrics,239,
ESRS S1-16,Remuneration metrics (pay gap and total remuneration),241,
Zalando SE,ANNUAL REPORT 2024,,
