0,1,2,3
E5-3,Targets related to resource use and circular economy,GSS,120-122
E5-4,Resource inflows,GSS,120-122
E5-6,Resource outflows,GSS,"120, 122-123"
S1,Own workforce,,
"ESRS 2 
SBM-2",Interests and views of stakeholders,GSS,"99, 136, 138-139"
"ESRS 2 
SBM-3","Material impacts, risks and opportunities and their interaction with strategy and business 
model",GSS,"99-102, 133-134"
S1-1,Policies related to own workforce,GSS,"134-142, 144, 
146-147"
S1-2,Processes for engaging with own workers and workers’ representatives about impacts,GSS,"99, 136, 138-139"
S1-3,"Processes to remediate negative impacts and channels for own workers to raise 
concerns",GSS,"135-136, 138-144, 
146-147, 150"
S1-4,"Taking action on material impacts on own workforce, and approaches to managing 
material risks and pursuing material opportunities related to own workforce, and",GSS,"134-144, 146-147"
,effectiveness of those actions,,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, 
and managing material risks and opportunities",GSS,"134, 136, 138-141, 
143"
S1-6,Characteristics of the undertaking’s employees,GSS,"134, 138, 140"
S1-9,Diversity metrics,GSS,143-144
S1-10,Adequate wages,GSS,138
S1-14,Health and safety metrics,GSS,136-137
S1-17,"Incidents, complaints and severe human rights impacts",GSS,144
S2,Workers in the value chain,,
"ESRS 2 
SBM-2",Interests and views of stakeholders,GSS,"99, 145-147"
"ESRS 2 
SBM-3","Material impacts, risks and opportunities and their interaction with strategy and business 
model",GSS,"99-102, 145"
S2-1,Policies related to value chain workers,GSS,"135-136, 146-147"
S2-2,Processes for engaging with value chain workers about impacts,GSS,"99, 101, 145-147"
S2-3,"Processes to remediate negative impacts and channels for value chain workers to raise 
concerns",GSS,"146-147, 150"
S2-4,"Taking action on material impacts on value chain workers, and approaches to managing 
material risks and pursuing material opportunities related to value chain workers, and",GSS,"135-136, 146-147"
,effectiveness of those actions,,
S2-5,"Targets related to managing material negative impacts, advancing positive impacts, 
and managing material risks and opportunities",GSS,"136, 147"
G1,Governance,,
"ESRS 2 
GOV 1","The role of the administrative, management and supervisory bodies","GSS
CGS","94, 151
74, 82-83"
"ESRS 2 
IRO-1","Description of the processes to identify and assess material impacts, risks and 
opportunities",GSS,"99-102, 148"
G1-1,Business conduct policies and corporate culture,GSS,149-151
G1-3,Prevention and detection of corruption and bribery,"GSS
CGS","150-151
81"
G1-4,Incidents of corruption or bribery,GSS,151
