0,1,2,3,4,5
5.3.  Annex 3: List of omitted information,,,,,
Reference,,Justification for omission,Reference,,Justification for omission
ESRS2,BP-1 5d,Not	applicable,ESRS S1,3 34,Non-material data
ESRS2,BP-1 5e,Not	applicable,ESRS S1,4	40	b,Non-material data
ESRS 2,BP-2 AR2,Voluntary	reporting,ESRS S1,4 41,Non-material data
ESRS 2,GOV-2 AR6,Voluntary	reporting,ESRS S1,"4 AR 33, 35, 36, 40, 
41 and 48",Voluntary	reporting
ESRS 2,SBM-1 40 a iv,Not	applicable,ESRS S1,4 AR 43,Non-material data
ESRS 2,SBM-2 45 c i,Not	applicable,ESRS S1,5 AR 49,Voluntary	reporting
ESRS 2,SBM-2 45 c iii,Not	applicable,ESRS S1,6 52,Voluntary	reporting
ESRS 2,IRO-1 53 h,Not	applicable,ESRS S1,7,Non-material	sub-theme
ESRS 2,IRO-2 57,Not	applicable,ESRS S1,8,Non-material	sub-theme
ESRS 2,IRO-2 58,Voluntary	reporting,ESRS S1,9,Non-material	sub-theme
,,,ESRS S1,10,Non-material	sub-theme
ESRS E1,1-17,Not	applicable,ESRS S1,12,Non-material	sub-theme
ESRS E1,IRO-1 AR 11,Transitional implementation,ESRS S1,13,Transitional implementation
ESRS E1,IRO-1 21,Transitional implementation,ESRS S1,14 89 and 90,Voluntary	reporting
ESRS E1,"IRO-1	AR	12	b,c,d",Transitional implementation,ESRS S1,14 AR 81 and 94,Voluntary	reporting
ESRS E1,IRO-1 AR15,Transitional implementation,ESRS S1,15,Non-material	sub-theme
ESRS E1,3 AR19d,Voluntary	reporting,ESRS S1,16,Non-material	sub-theme
ESRS E1,4 AR 30 c,Voluntary	reporting,ESRS S1,17,Non-material	sub-theme
ESRS E1,5,Non-material	sub-theme,,,
ESRS E1,5	AR	38	b,Voluntary	reporting,ESRS S2,"SBM3	11	aiv,b,d,e",Non-material data
ESRS E1,7,Not	applicable,,SBM3 12.13,Non-material data
ESRS E1,8,Not	applicable,,"1 AR 15,12,16",Voluntary	reporting
ESRS E1,9 90 a - 100 a,Not	applicable,,2 24,Not	applicable
ESRS E1,9	AR71	b,Voluntary	reporting,,3 29,Not	applicable
ESRS E1,9	67	(except	e),Transitional implementation,,"3 AR 23,24,25",Voluntary	reporting
ESRS E1,9 AR72,Transitional implementation,,"4 AR 30,3,36,37,44",Voluntary	reporting
ESRS E1,9 AR73,Transitional implementation,,5 AR 45,Voluntary	reporting
ESRS E1,9 AR 74,Voluntary	reporting,,,
ESRS E1,9 AR 76,Voluntary	reporting,ESRS S3,,Non-material theme
ESRS E1,9 68,Transitional implementation,,,
ESRS E1,9 69,Transitional implementation,ESRS S4,,Non-material theme
ESRS E2,,Non-material theme,ESRS G1,"1	10	b,d,e,f,h",Non-material theme
,,,,1 11,Voluntary	reporting
ESRS E3,,Non-material theme,,2,Non-material theme
,,,,"3	18	b,c",Non-material theme
ESRS E4,,Non-material theme,,3 19,Non-material theme
,,,,3 AR 7,Voluntary	reporting
ESRS E5,,Non-material theme,,4 25,Voluntary	reporting
,,,,5,Non-material theme
ESRS S1,"1 AR10, 14 and 17",Voluntary	reporting,,6,Non-material theme
ESRS S1,2 29,Not	applicable,,,
ESRS S1,2 AR 25 and 26,Voluntary	reporting,,,
ESRS S1,3 AR 29 and 30,Voluntary	reporting,,,
