0,1,2,3,4
Annual Report 2024,,,,112
"ESRS content index 
Disclosure",Description,Reference in the report,Explanatory note,
ESRS 2 - General disclosures,,,,
BP-1,General basis of preparation for the Sustainability Statement,Basis of preparation,,
BP-2,Disclosures in relation to specific circumstances,Disclosures in relation to specific circumstances,,
GOV-1,"The role of the administrative, management, and supervisory bodies","(a)The role of the administrative, management and supervisory bodies: ESG governance 
and oversight",,
,,"(b) DEI Sustainability Statement - Diversity within our workforce
(c) Corporate Governance report",,
GOV-2,"Information provided to, and sustainability matters addressed by, the undertaking’s","The role of the administrative, management, and supervisory bodies: ESG governance and 
oversight",,
,"administrative, management, and supervisory bodies",,,
GOV-3,Integration of sustainability-related performance in incentive schemes,Sustainability-related performance in incentive schemes,,
GOV-4,Statement on due diligence,Statement on due diligence,,
GOV-5,Risk management and internal controls over sustainability reporting,Risk management and internal controls over sustainability reporting,,
SBM-1,"Strategy, business model, and value chain","Strategy, business model, and value chain
SBM-1- Incorporated by reference in the ‘Business Strategy’ section of the Management",,
,,Report,,
SBM-2,Interests and views of stakeholders,Engaging with our stakeholders,,
SBM-3,"Material impacts, risks, and opportunities and their interaction with strategy and business 
model","Adyen’s material impacts, risks, and opportunities",,
IRO-1,"Description of the process to identify and assess material impacts, risks, and opportunities",Double Materiality Assessment,,
IRO-2,Disclosure requirements in ESRS covered by the undertaking’s Sustainability Statement,Sustainability Statement mapping,,
S1 - Own workforce,,,,
SBM-2,Interests and views of stakeholders,"Introduction to own workforce topics covered for Company culture, DEI, and L&D",,
SBM-3,"Material impacts, risks, and opportunities and their interaction with strategy and business 
model","Introduction to own workforce topics covered for Company culture, DEI, and L&D",,
S1-1,General policies related to our own workforce,"DEI Sustainability Statement - DEI Policy
Business conduct Sustainability Statement  - ‘Respect for human rights’",,
,,"DEI Sustainability Statement - ‘Our approach to prevention of discrimination and channels 
to raise concerns’",,
,,"Company culture Sustainability Statement - ‘Adyen Formula’
Company culture Sustainability Statement - ‘Normal Course of Life’",,
,,"Company culture Sustainability Statement - ‘Remuneration Policy’
Learning & development Sustainability Statement - ‘Our policy and approach’",,
S1-2,Processes for engaging with own workforce and workers’ representatives about impacts,"DEI Sustainability Statement - ‘Engaging our employees in our DEI approach’
Company culture Sustainability Statement - ‘Workforce engagement: Culture & Inclusion",,
,,"survey’
Learning & development Sustainability Statement - ‘Stakeholder consideration and",,
,,engagement’,,
