0,1,2,3
General Disclosures,,,
ESRS,Topic,Data requirement,Section and page number
ESRS S1,Own workforce,SBM-2,6.1.3.2 Interests and Views of Stakeholders p. 341
,,SBM-3,"6.3.2.2 Material Impacts, Risks and Opportunities p. 405"
,,S1-1,6.3.1.2.3 Policies p. 408; 6.3.1.3.3 Policies p. 415; 6.3.1.4.3 Policies
,,,p. 420; 6.3.1.5.3 Policies p. 424; 6.3.1.6.3 Policies and processes p. 429;
,,,6.3.1.7.3 Policies p. 435
,,S1-2,6.3.1.2.4 Processes for engaging with own workers and workers’
,,,representatives p. 409; 6.3.1.3.4 Engaging with own workers
,,,on Health & Safety p. 416; 6.3.1.4.4 Processes for engaging with own
,,,workers and workers’ representatives p. 420; 6.3.1.5.4 Processes for
,,,engaging with own workers and workers’ representatives p. 425;
,,,6.3.1.6.3 Policies and processes p. 429; 6.3.1.7.4 Processes for
,,,engaging with own workers and workers’ representatives p. 436
,,S1-3,6.3.1.2.5 Processes to remediate negative impacts and channels
,,,for own workers to raise concerns p. 410; 6.3.1.3.5 Preventing and
,,,managing Health & Safety risks to people p. 416; 6.3.1.4.5 Processes
,,,to remediate negative impacts and channels for own workers to raise
,,,concerns p. 421; 6.3.1.7.5 Processes to remediate negative impacts
,,,and channels for own workforce to raise concerns p. 436
,,S1-4,6.3.1.2.6 Actions and resources p. 410; 6.3.1.3.6 Actions and resources
,,,p. 417; 6.3.1.4.6 Actions and resources p. 421 6.3.1.5.5 Actions and
,,,resources p. 425; 6.3.1.6.4 Actions and resources p. 431; 6.3.1.7.6
,,,Actions and resources p. 438
,,S1-5,6.3.1.2.7 Targets and metrics p. 413; 6.3.1.3.7 Targets and metrics
,,,p. 418; 6.3.1.4.7 Targets and metrics p. 421; 6.3.1.5.6 Targets and
,,,metrics p. 428; 6.3.1.6.5 Targets and metrics p. 433; 6.3.1.7.7 Metrics
,,,and targets p. 439
,,S1-6,6.3.1.1 Introduction p. 402
,,S1-7,6.3.1.1 Introduction p. 402
,,S1-8,6.3.1.4.7 Targets and metrics p. 422
,,S1-9,6.3.1.6.5 Targets and metrics p. 433
,,S1-10,6.3.1.2.6 Actions and resources p. 411
,,S1-11,Phase-in
,,S1-12,Phase-in
,,S1-13,Phase-in
,,S1-14,6.3.1.3.7 Targets and metrics p. 418
,,S1-15,Phase-in
,,S1-16,6.3.1.2.6 Actions and resources p. 412
,,S1-17,6.3.1.3.7 Targets and metrics p. 418; 6.3.1.7.7 Metrics and targets
,,,p. 439
ESRS S2,Workers in the,SBM-2,6.1.3.2 Interests and Views of Stakeholders p. 341
,value chain,SBM-3,"6.3.2.2 Material Impacts, Risks and Opportunities p. 440"
,,S2-1,6.3.2.3 Policies and Engagement p. 441
,,S2-2,6.3.2.3 Policies and Engagement p. 443
,,S2-3,6.3.2.3 Policies and Engagement p. 443
,,S2-4,6.3.2.4 Actions and Resources p. 444
,,S2-5,6.3.2.5 Targets p. 445
ESRS S3,Affected,SBM-2,6.1.3.2 Interests and Views of Stakeholders p. 341
,communities,SBM-3,6.1.4.1 Description of the Processes to Identify and Assess Material
,,,"Impacts, Risks and Opportunities – EssilorLuxottica Double Materiality"
,,,Assessment p. 343
,,S3-1,6.3.3.4 Strategy and Policies p. 447
,,S3-2,6.3.3.4 Strategy and Policies p. 447
,,S3-3,6.3.3.4 Strategy and Policies p. 447
,,S3-4,6.3.3.5 Actions and Resources p. 448
,,S3-5,6.3.3.6 Targets and Metrics p. 450
