0,1,2
d) Taking action to address negative impacts on people and the environment. This is addressed under:,,
i) ESRS 2 MDR-A; and,,
ii) ESRS 2 MDR-A topical ESRS,,
DR E1-3 ESRS E1 § 28-29 GHG emission reduction,4.2.3.6,Page 228
DR E2-2 Actions and resources related to pollution,4.2.4.3,Page 239
DR E3-2 Actions and resources related to water,4.2.5.3,Page 246
DR E4-3 Actions and resources dedicated to biodiversity and ecosystems,4.2.6.4,Page 250
DR S1-4 Social actions: Working conditions,4.3.1.6,Page 276
DR S1-4 Social actions: Health and Safety,4.3.1.6,Page 272
"DR S1-4 Social actions: Diversity, equity and inclusion",4.3.1.6,Page 273
DR S1-4 Social actions: Other work-related rights,4.3.1.6,Page 275
DR S2-4 Taking action on material impacts on value chain workers/Duty-of-care plan,4.3.2.6,Page 284
"DR S4-4 ESRS S4 § 31 Actions to prevent, mitigate or remediate material negative impacts on consumers 
and/or end-users",4.3.3.4.2,Page 288
DR G1-3 ESRS G1 § 16 Valeo’s anti-corruption program,4.4.5,Page 296
Assessment of suppliers’ sustainability practices,4.4.4,Page 294
e) Tracking the effectiveness of these efforts. This is addressed under:,,
i) ESRS 2 MDR-M;,,
ii) ESRS 2 MDR-T; and,,
iii) Thematic ESRS: metrics and targets.,,
"DR E1-6 Reduction of greenhouse gas emissions within the framework of the Carbon Neutrality Contribution 
Plan for 2050",4.2.3.9,Page 234
"DR E2-3 Targets related to pollution DR E2-4 Air, water and soil pollution",4.2.4.4,
,4.2.4.5,Page 241
DR E3-3 Targets related to water,4.2.5.4,
DR E3-4 Water consumption,4.2.5.5,Page 247
DR S1-5 Targets related to impacts: Working conditions,4.3.1.7,Page 276
DR S1-5 Targets related to impacts: Health and safety,4.3.1.7,Page 276
DR S1-14 Health and safety metrics,4.3.1.16,Page 281
DR S1-5 Targets related to impacts: Equal treatment and opportunities for all,4.3.1.7,Page 277
DR S1-5 Targets related to impacts: Other work-related rights,4.3.1.7,Page 277
ESRS S1 metrics,,Pages
,"4.3.1.10 to 
4.3.1.18","279 to 
281"
DR S2-5 Targets related to value chain workers,4.3.2.7,Page 286
