0,1,2,3
ESRS,Disclosure requirement,Section within,Section
,,Annual Report,page
ESRS 2 · General disclosures,,,
BP-1,General basis for preparation of the sustainability statement,Sustainability Statement,174
BP-2,Disclosures in relation to specific circumstances,Sustainability Statement,174
,Datapoints that derive from other EU legislation,Sustainability Statement,273
GOV-1,"The role of the administrative, management and supervisory bodies",Corporate Governance,95
GOV-2,"Information provided to and sustainability matters addressed by the undertaking’s administrative, 
management and supervisory bodies",Corporate Governance,101
GOV-3,Integration of sustainability-related performance in incentive schemes,Remuneration Report,141
GOV-4,Statement on sustainability due diligence,Sustainability Statement,177
GOV-5,Risk management and internal controls over sustainability reporting,General Information,177
,"Strategy, business model and value chain (products, markets, customers)",Stellantis Overview,"16, 21"
SBM-1,"Strategy, business model and value chain (headcount by geographical area)","Stellantis Overview
Sustainability Statement","20, 
228"
,"Strategy, business model and value chain (net revenue)",Sustainability Statement,178
SBM-2,Interests and views of stakeholders,Sustainability Statement,182
,,"Sustainability Statement
Consolidated Financial","185,"
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model",Statement,"286, 354"
,,Management Report,76
IRO-1,"Description of the process to identify and assess material impacts, risks and opportunities",Sustainability Statement,183
IRO-2,Disclosure requirements in ESRS covered by the undertaking’s sustainability statement,Sustainability Statement,269
"ESRS 2, GOV-3",Integration of sustainability-related performance in incentive schemes,Remuneration report,141
ESRS E1 · Climate change,,,
"ESRS 2, GOV-3",Integration of sustainability-related performance in incentive schemes,Remuneration report,141
E1-1,Transition plan for climate change mitigation,Sustainability Statement,196
"ESRS 2, SBM-3","Material impacts, risks and opportunities, and their interaction with strategy and business model",Sustainability Statement,185
"ESRS 2, IRO-1","Description of the processes to identify and assess material climate-related impacts, risks and 
opportunities",Sustainability Statement,"183, 197"
E1-2,Policies related to climate change mitigation and adaptation,Sustainability Statement,199
E1-3,Actions and resources in relation to climate change policies,Sustainability Statement,199
E1-4,Targets related to climate change mitigation and adaptation,Sustainability Statement,205
Entity-specific,Achieved GHG emission reductions in Scope 1 and 2,Sustainability Statement,205
Entity-specific,"Intensity GHG emission reduction in Scope 1,2 and 3",Sustainability Statement,205
Entity-specific,Percentage of nameplates with LEV offering (U.S. and EU),Sustainability Statement,205
Entity-specific,Share of LEV in Global sales mix (U.S. and EU),Sustainability Statement,205
Entity-specific,Share of APV from suppliers with CO2 reduction targets compliant with the Paris Agreement,Sustainability Statement,205
Entity-specific,Share of decarbonized electricity used,Sustainability Statement,205
E1-5,Energy consumption and mix,Sustainability Statement,207
E1-6,"Gross Scopes 1, 2, 3 and total GHG emissions",Sustainability Statement,208
E1-7,GHG removals and GHG mitigation projects financed through carbon credits,Sustainability Statement,210
E1-8,Internal carbon pricing,Sustainability Statement,211
E1-9,"Anticipated financial effects from material physical and transition risks and potential climate-related 
opportunities",,Phased-in
ESRS E2 · Pollution,,,
