0,1,2,3,4,5
Reference index table,,,,,
Requirement,Description,Art.,Reference,Pages Remarks,
E4-5,Impact metrics related to biodiversity and ecosystems,,,,"Based on our DMA outcome, our own operations have not been 
deemed material"
E4-6,Anticipated effects from biodiversity- and ecosystems-related risks and opportunities,,,,"Disclosure omitted due to application of ESRS 1 transitional provision / 
phase-in"
,,,,,
Social - S1 Own workforce,,,,,
SBM-2,Interests and views of stakeholders,,Validation of the outcome through stakeholder engagement,100,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business 
model",,General information - Business model and strategy,96,
S1-1,Policies related to own workforce,,"S1 Own workforce - policies, actions and performance",137,
S1-2,Processes for engaging with own workforce and workers' representatives about impacts,,"Processes for engaging with own workforce and workers' 
representatives about impacts",136,
S1-3,Processes to remediate negative impacts and channels for own workforce to raise concerns,,"S1 Own workforce - policies, actions and performance",137,
S1-4,"Taking action on material impacts on own workforce, and approaches to mitigating 
material risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions",,"S1 Own workforce - policies, actions and performance",137,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and 
managing material risks and opportunities",,"S1 Own workforce - policies, actions and performance",137,
S1-6,Characteristics of the undertaking's employees,,Workforce characteristics,138,
S1-7,Characteristics of non-employee workers in the undertaking's own workforce,,,,"Disclosure omitted due to application of ESRS 1 transitional provision / 
phase-in"
S1-8,Collective bargaining coverage and social dialogue,,,,"Based on our DMA outcome, this requirement is not applicable"
S1-9,Diversity metrics,66.a,Unlocking our people's full potential,24,Incorporated by reference
,,66.b,Workforce characteristics,138,
S1-10,S1-10 Adequate wages,,,,"Based on our DMA outcome, this requirement is not applicable"
S1-11,S1-11 Social protection,,,,"Based on our DMA outcome, this requirement is not applicable"
S1-12,S1-12 Persons with disabilities,,,,"Disclosure omitted due to application of ESRS 1 transitional provision / 
phase-in"
S1-13,S1-13 Training and skills development metrics,,,,"Disclosure omitted due to application of ESRS 1 transitional provision / 
phase-in"
S1-14,S1-14 Health and safety metrics,,,,"Based on our DMA outcome, this requirement is not applicable"
S1-15,S1-15 Work-life balance metrics,,,,"Disclosure omitted due to application of ESRS 1 transitional provision / 
phase-in"
S1-16,S1-16 Compensation metrics (pay gap and total compensation),,Actions and targets on gender diversity,140,
S1-17,"S1-17 Incidents, complaints and severe human rights impacts",,Whistleblower Policy,142,
,,,,,
Social - S4 Consumers and end-users,,,,,
SBM-2,Interests and views of stakeholders,,Validation of the outcome through stakeholder engagement,100,
SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business 
model",,General information - Business model and strategy,96,
