0,1,2,3
Annual Report 2024,,,113
S1-3,Processes to remediate negative impacts and channels for own workforce to raise concerns,"DEI Sustainability Statement - ‘Our approach to prevention of discrimination and channels 
to raise concerns’",
,,Business Conduct Sustainability Statement - ‘Protection of whistleblowers’,
S1-4,"Taking action on material impacts on own workforce, and approaches to managing material 
risks and pursuing material opportunities related to own workforce, and effectiveness of","DEI Sustainability Statement - ‘Actions’ 
Company culture Sustainability Statement - ‘Actions’",
,those actions,Learning & development Sustainability Statement - ‘Actions’,
S1-5,"Targets related to managing material negative impacts, advancing positive impacts, and 
managing material risks and opportunities",DEI Sustainability Statement - ‘Targets’,"Company culture and learning & development Sustainability Statements - No targets have 
been set so ESRS 2 paragraph 81 has been applied"
S1-6,Characteristics of the undertaking’s employees,Sustainability Statement - ‘Introduction to our own workforce’,
S1-9,Diversity metrics,DEI  Sustainability Statement - ‘Diversity metrics within our workforce’,
S1-10,Adequate wages,Company culture Sustainability Statement - Remuneration Policy,
S1-13,Training and skills development metrics,Learning & development - ‘Metrics’ section,
S1-15,Work-life balance metrics,Company culture Sustainability Statement - Normal Course of Life,
S1-16,Remuneration metrics,"Company culture Sustainability Statement - ‘Remuneration metrics’
DEI Sustainability Statement - ‘We provide equal pay’ targets section",
S1-17,"Incidents, complaints, and severe human rights impacts",Business conduct Sustainability Statement - ‘Reporting inappropriate behaviors’,S1-17 Paragraph 104 is out of scope
E1- Climate change,,,
E1-1,Transition plan for climate change mitigation,Climate change Sustainability Statement - ‘Our climate transition plan’,
E1-2,Policies related to climate change mitigation and adaptation,Climate change Sustainability Statement -  ‘Our policy and approach’,
E1-3,Actions and resources in relation to climate change policies,Climate change Sustainability Statement - ‘Actions’,
E1-4,Targets related to climate change mitigation and adaptation,Climate change Sustainability Statement - ‘Our climate-related targets’,
E1-5,Energy consumption and mix,Climate change Sustainability Statement - ‘Our energy consumption and mix’,"ESRS E1-5 paragraphs 38a,b,c,d, 39 and 40-43 are out of scope"
E1-6,"Gross Scopes 1, 2, 3 and total GHG emissions",Climate change Sustainability Statement - ‘Our GHG emissions’,ESRS E1-6 paragraph 48b is out of scope
E1-7,GHG removals and GHG mitigation projects financed through carbon credits,Climate change Sustainability Statement - ‘Support for carbon removal’,ESRS E1-7 paragraph 61 is out of scope
E1-8,Internal carbon pricing,Climate change Sustainability Statement - ‘Internal carbon pricing’,
Entity specific disclosures,,,
Social impact,,,
ESRS 2,MDR-P: Policies adopted to manage material sustainability matters,Social impact Sustainability Statement - ‘Our policy and approach’,ESRS-2 68: The approach on social impact does not require specific actions
ESRS 2,MDR-A: Actions and resources in relation to material sustainability matters,Social impact Sustainability Statement - ‘Actions’,"ESRS-2 69: Social impact activities are part of normal operational planning meaning that 
costs are planned for and allocated on the current financial year"
ESRS 2,MDR-M: Metrics in relation to material sustainability matters,Social impact Sustainability Statement - ‘Metrics’,"ESRS-2 77b: Metrics in the section on Social impact are not validated by an external body 
other than our external assurance provider"
ESRS 2,MDR-T: Tracking effectiveness of policies and actions through targets,Social impact Sustainability Statement - ‘Targets’,"ESRS-2 81: Not applicable as time-bound, measurable targets have been set"
Impact technology,,,
ESRS 2,MDR-P: Policies adopted to manage material sustainability matters,Impact technology Sustainability Statement - ‘Our policy and approach’,ESRS-2 68: The approach on Impact technology does not require specific actions
