0,1,2,3,4
SECTION,TOPIC,SUB-TOPIC - SUB-SUB-TOPIC,DISCLOSURE REQUIREMENT,PAGE NUMBER
"Social 
information",ESRS S1 Own workforce,"Working conditions - Freedom of 
association, works councils and the 
information, consultation and 
participation rights of workers",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,276
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-8 Collective bargaining coverage and social dialogue,287
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
,,"Working conditions - Collective 
bargaining, including the rate of 
workers covered by collective 
agreements",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,276
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-8 Collective bargaining coverage and social dialogue,287
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
,,"Working conditions - Work-life 
balance",ESRS 2 SBM-2 Interests and views of stakeholders,153
,,,"ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction 
with strategy and business model",155
,,,S1-1 Policies related to own workforce,279
,,,"S1-2 Processes for engaging with own workers and workers’ representatives 
about impacts",279
,,,"S1-4 Taking action on material impacts and approaches to mitigating material 
risks and pursuing material opportunities related to own workforce, and 
effectiveness of those actions and approaches",280
,,,"S1-5 Targets related to managing material impacts, advancing positive impacts, 
as well as to risks and opportunities",284
,,,S1-6 Characteristics of the Undertaking’s Employees,285
,,,"S1-7 Characteristics of non employee workers in the undertaking’s own 
workforce",287
,,,S1-15 Work-life balance metrics,289
,,,"S1-17 Incidents, complaints and severe human rights impacts",290
