0,1,2,3
DR #,DR Description,Section,Additional information
S2-4,"Taking action on material impacts on value chain workers, and approaches to",Sustainability statements - Social information - Human rights in the supply chain - Performance - Actions and progress,
,managing material risks and pursuing material opportunities related to value,,
,"chain workers, and effectiveness of those action",,
S2-5,"Targets related to managing material negative impacts, advancing positive",Sustainability statements - Social information - Human rights in the supply chain - Performance - Targets,
,"impacts, and managing material risks and opportunities",,
ESRS S4 - Consumers and end-users,,,
SBM-2,Interests and views of stakeholders,Sustainability statements - General information - Interest and views of our stakeholders,
SBM-3,"Material impacts, risks, and opportunities and their interaction with strategy","Sustainability statements - Social information - Consumer health and product safety - How we manage our impacts - Impacts, risks, and",
,and business model,opportunities,
S4-1,Policies related to consumers and end-users,Sustainability statements - Social information - Consumer health and product safety - How we manage our impacts - Policies,
S4-2,Processes for engaging with consumers and end-users about impacts,Sustainability statements - Social information - Consumer health and product safety - How we manage our impacts - Engagement and,
,,remediation,
,,Sustainability statements - General information - Interest and views of our stakeholders,
S4-3,Processes to remediate negative impacts and channels for consumers and,Sustainability statements - Social Information - Consumer health and product safety - How we manage our impacts - Engagement and,
,end-users to raise concerns,remediation,
S4-4,"Taking action on material impacts on consumers and end-users, and",Sustainability statements - Social Information - Consumer health and product safety - Performance - Actions and progress,
,approaches to managing material risks and pursuing material opportunities,,
,"related to consumers and end-users, and effectiveness of those actions",,
S4-5,"Targets related to managing material negative impacts, advancing positive",Sustainability statements - Social Information - Consumer health and product safety - Performance - Targets,
,"impacts, and managing material risks and opportunities",,
