0,1,2,3
ESRS 2,GOV-1,"Your Board, Board Committees, Board Diversity, skills and experience, the Board’s 
Professional Development and Continuous Education Programme","186, 191, 192, 194"
ESRS 2,GOV-3,Remuneration Report,"235, 238, 240, 242"
ESRS 2,SBM-1,"Our strategy, Sustainability summary","9, 14"
ESRS 2,SBM-2,Stakeholder engagement,197
ESRS 2,SBM-3,Current financial effects,413
ESRS E1,E1.GOV-3,Remuneration Report,240
ESRS E1,E1.IRO-1,ESG Risk Lens,296
ESRS G1,G1.GOV-1,Board Composition and succession,191
ESRS S1,S1-6,Number of staff reported on a Full Time Equivalent (FTE) basis,352
ESRS S3,S3-4,Divisional review - Corporate and Commercial,169
ESRS S4,S4-4,Actions focused on S4 Risk-1,413
