0,1
ESRS Index,
,Description
E4-2,► Policies related to biodiversity and ecosystems
E4-3,► Actions and resources related to biodiversity and ecosystems
E4-4,► Targets related to biodiversity and ecosystems
E5 Resource use & circular economy,
"E5, SBM-3",► Material IROs and their interaction with strategy and business model
"E5, IRO-1","► Description of the processes to identify and assess material resource use and circular economy-
 
 
related IROs"
E5-1,► Policies related to resource use and circular economy
E5-2,► Actions and resources related to resource use and circular economy
E5-3,► Targets related to resource use and circular economy
E5-4,► Resource inflows
E5-5,► Resource outflows
S1 Own workforce,
"S1, SBM-2",► Interests and views of stakeholders
"S1, SBM-3",► Material IROs and their interaction with strategy and business model
S1-1,► Policies related to own workforce
S1-2,► Processes for engaging with own workers and workers' representatives about impacts
S1-3,► Processes to remediate negative impacts and channels for own workers to raise concerns
S1-4,"► Taking action on material impacts and approaches to managing material risks and opportunities 
 
 
related to own workforce"
S1-5,"► Targets related to managing material negative impacts, advancing positive impacts, and managing 
 
 
material risks and opportunities"
S1-6,► Characteristics of the undertaking’s employees
S1-8,► Collective bargaining coverage and social dialogue
S1-9,► Diversity metrics
S1-10,► Adequate wages
S1-14,► Health and safety metrics
S1-16,► Remuneration metrics (pay gap and total remuneration)
S1-17,"► Incidents, complaints, and severe human rights impacts"
S2 Workers in the value chain,
"S2, SBM-2",► Interests and views of stakeholders
"S2, SBM-3",► Material IROs and their interaction with strategy and business model
S2-1,► Policies related to value chain workers
S2-2,► Processes for engaging with supply chain workers about impacts
S2-3,► Processes to remediate negative impacts and channels for value chain workers to raise concerns
S2-4,"► Taking action on material impacts, risks and opportunities related to workers"
S2-5,"► Targets related to managing material negative impacts, advancing positive impacts, and managing 
 
 
material risks and opportunities"
"Entity-
specific",► S-KPI
S3 Affected communities,
"S3, SBM-2",► Interests and views of stakeholders
"S3, SBM-3",► Material IROs and their interaction with strategy and business model
S3-1,► Policies related to affected communities
S3-2,► Processes for engaging with affected communities about impacts
S3-3,► Processes to remediate negative impacts and channels for affected communities to raise concerns
